ITEST_id,AveKnow,AveCarelessness,AveCorrect,AveResBored,AveResEngcon,AveResConf,AveResFrust,AveResOfftask,AveResGaming
2273,0.105838,0.083359,0.286604,0.225735,0.648251,0.087333,0.123796,0.178292,0.255184
2278,0.328899,0.147195,0.520690,0.227867,0.681130,0.052113,0.125210,0.187489,0.127461
2279,0.168406,0.095857,0.373206,0.290697,0.614422,0.100939,0.123822,0.255041,0.060724
2284,0.234016,0.124238,0.524752,0.292304,0.619837,0.078563,0.311438,0.315554,0.093643
2286,0.417230,0.250969,0.464126,0.242859,0.661008,0.101287,0.138752,0.177852,0.082743
2288,0.361343,0.192772,0.474950,0.236212,0.652617,0.102698,0.149754,0.183852,0.092288
229,0.083561,0.065197,0.308880,0.297670,0.658539,0.182259,0.130846,0.232101,0.008668
2291,0.193560,0.095439,0.390428,0.217523,0.660554,0.077977,0.143454,0.172488,0.137843
2293,0.150537,0.087770,0.345588,0.323402,0.648290,0.145832,0.066594,0.331625,0.004495
2297,0.529624,0.283301,0.617512,0.254918,0.648819,0.098306,0.122034,0.224250,0.017073
2302,0.107941,0.070724,0.349138,0.285888,0.635575,0.081280,0.055849,0.279458,0.036288
2309,0.143331,0.090757,0.303704,0.221987,0.676510,0.107930,0.120338,0.150341,0.225077
2311,0.221083,0.146167,0.464286,0.322063,0.587247,0.097211,0.219656,0.564272,0.005756
2312,0.100592,0.068806,0.313566,0.234889,0.647775,0.112527,0.124920,0.156402,0.209315
2315,0.217740,0.139977,0.337135,0.213086,0.660244,0.138630,0.191660,0.136200,0.222111
2319,0.403456,0.220299,0.560265,0.253509,0.637047,0.088226,0.160350,0.202278,0.009996
2323,0.064821,0.009858,0.235214,0.176727,0.683383,0.032160,0.135295,0.086865,0.709200
2325,0.407295,0.199871,0.646341,0.280624,0.648613,0.119244,0.052350,0.271567,0.008045
2334,0.141537,0.085121,0.376087,0.273078,0.628277,0.113358,0.149901,0.219075,0.024720
2339,0.377019,0.219578,0.542929,0.250347,0.671239,0.137163,0.191951,0.225395,0.019770
2340,0.114980,0.077648,0.329289,0.271051,0.627414,0.140410,0.100203,0.195646,0.053750
2343,0.028057,0.041545,0.151786,0.337438,0.629978,0.402483,0.096688,0.659618,0.006682
2344,0.557792,0.295655,0.554622,0.280009,0.656279,0.130537,0.070196,0.305016,0.006169
2352,0.459478,0.243953,0.640580,0.238616,0.679465,0.120408,0.079062,0.183689,0.009983
2354,0.320760,0.171242,0.580645,0.254955,0.667639,0.122405,0.127459,0.238938,0.012094
237,0.172446,0.063062,0.438247,0.284884,0.642982,0.097436,0.080697,0.318139,0.081813
2370,0.236482,0.083462,0.520833,0.311834,0.664020,0.129822,0.052921,0.357423,0.003155
2372,0.106019,0.075899,0.292553,0.282749,0.677679,0.107511,0.073448,0.292262,0.062491
2392,0.481514,0.181011,0.682051,0.267512,0.659112,0.121140,0.047039,0.288147,0.005111
2393,0.121094,0.079569,0.349727,0.255296,0.663990,0.151582,0.070807,0.204043,0.070788
2396,0.137005,0.083655,0.294118,0.279371,0.599231,0.141138,0.096214,0.209686,0.038389
240,0.126723,0.103424,0.316476,0.256108,0.652335,0.156392,0.165639,0.169164,0.044364
2402,0.593677,0.322709,0.757679,0.267676,0.665327,0.055287,0.040182,0.283397,0.004294
2403,0.355937,0.182278,0.544164,0.229672,0.685301,0.096793,0.103833,0.150537,0.036656
2415,0.144433,0.093990,0.362791,0.255379,0.653193,0.164231,0.139322,0.179168,0.060347
2416,0.100978,0.056103,0.366864,0.298765,0.650006,0.158504,0.138447,0.317858,0.015779
2420,0.481038,0.265727,0.554933,0.207327,0.658916,0.096421,0.139794,0.161154,0.088802
2421,0.110322,0.072012,0.284475,0.214577,0.661791,0.085832,0.118257,0.139927,0.269226
2425,0.084186,0.058182,0.298387,0.238780,0.644587,0.078062,0.157068,0.167599,0.187250
243,0.388355,0.218368,0.566243,0.251760,0.676142,0.108132,0.086803,0.208193,0.024506
2431,0.077437,0.048652,0.404494,0.299513,0.597940,0.024086,0.282308,0.390773,0.031132
2433,0.361263,0.208986,0.516014,0.281829,0.633297,0.114111,0.122787,0.270283,0.007868
2435,0.130312,0.080402,0.330460,0.220160,0.690255,0.054619,0.228374,0.185939,0.261371
2440,0.153762,0.090384,0.304124,0.202677,0.697495,0.046649,0.127486,0.129509,0.376881
2451,0.216194,0.150127,0.322677,0.238095,0.655263,0.091953,0.147371,0.220622,0.191232
2453,0.148585,0.098004,0.360087,0.225399,0.675307,0.123268,0.141517,0.150303,0.155044
2460,0.124008,0.071576,0.303068,0.191581,0.693231,0.047670,0.126412,0.119518,0.390570
2469,0.419262,0.217458,0.563218,0.286978,0.645572,0.077373,0.073442,0.290124,0.012616
2471,0.133622,0.084880,0.293823,0.290166,0.637628,0.156473,0.151667,0.193075,0.020227
2481,0.457253,0.221146,0.614400,0.240479,0.677307,0.103300,0.136293,0.179649,0.021136
2487,0.221345,0.129774,0.369217,0.231219,0.664300,0.123184,0.169156,0.147345,0.133688
2489,0.088044,0.058536,0.263484,0.217278,0.666147,0.082702,0.156020,0.142872,0.243494
2490,0.107870,0.071628,0.287293,0.238324,0.654853,0.107394,0.121445,0.223851,0.080961
2491,0.196291,0.114250,0.402439,0.232219,0.676193,0.143886,0.178651,0.143207,0.083196
2492,0.142030,0.086462,0.367742,0.290678,0.657613,0.141254,0.174892,0.385338,0.019242
2493,0.166907,0.109874,0.294574,0.309274,0.576754,0.126166,0.064991,0.414122,0.056066
2494,0.046282,0.055467,0.299213,0.280450,0.672728,0.155412,0.113013,0.334573,0.046022
2495,0.115336,0.060236,0.360000,0.291051,0.602823,0.062302,0.288510,0.317902,0.066432
2497,0.069351,0.043911,0.255556,0.344677,0.639526,0.240505,0.032340,0.472203,0.025394
2498,0.133344,0.093756,0.286199,0.238937,0.627892,0.105329,0.172392,0.151820,0.182829
25,0.284904,0.165527,0.476718,0.261453,0.660054,0.137153,0.087906,0.227680,0.016774
2501,0.184688,0.111303,0.388476,0.259315,0.633790,0.123848,0.130753,0.186129,0.068337
2502,0.155795,0.082969,0.291405,0.237705,0.645875,0.058763,0.162742,0.146720,0.249753
2509,0.098222,0.062140,0.320413,0.242178,0.646755,0.127926,0.132005,0.155396,0.167524
251,0.214105,0.100621,0.440758,0.278758,0.651875,0.126533,0.064279,0.242031,0.026601
2513,0.131811,0.064384,0.398773,0.279618,0.635148,0.116803,0.140397,0.241761,0.017196
2518,0.385917,0.191987,0.573574,0.275433,0.646004,0.118783,0.103129,0.249076,0.010059
2519,0.309314,0.175116,0.409420,0.223180,0.649001,0.073023,0.175774,0.151404,0.191018
252,0.115368,0.071183,0.331858,0.238698,0.647693,0.180779,0.095411,0.189114,0.141107
2533,0.201241,0.081491,0.491071,0.293995,0.623910,0.061909,0.213317,0.378385,0.051294
2535,0.062432,0.064571,0.313514,0.262099,0.603295,0.093166,0.315453,0.324418,0.144998
2537,0.353756,0.180443,0.530120,0.209213,0.689310,0.063547,0.083995,0.161412,0.207005
2538,0.074494,0.052585,0.236264,0.315817,0.599380,0.111863,0.088726,0.278323,0.057910
255,0.150977,0.098634,0.277822,0.201959,0.676253,0.112641,0.096218,0.120190,0.345565
2555,0.143478,0.085380,0.417112,0.266733,0.670892,0.127825,0.117769,0.186050,0.011600
2567,0.091416,0.062013,0.315951,0.233111,0.627268,0.108391,0.181375,0.195373,0.138348
2569,0.126910,0.069989,0.383085,0.263235,0.583646,0.108919,0.286251,0.296437,0.076740
2570,0.124814,0.083645,0.272639,0.202373,0.665849,0.065806,0.114940,0.109149,0.368429
2572,0.253291,0.139198,0.342664,0.211174,0.648116,0.077511,0.188060,0.137120,0.336534
2575,0.401409,0.201668,0.593830,0.263717,0.636506,0.099313,0.111446,0.240842,0.010156
2581,0.087002,0.050112,0.221790,0.243370,0.615765,0.071655,0.093857,0.149361,0.222042
2582,0.171498,0.114535,0.396899,0.294557,0.631961,0.138466,0.116335,0.190794,0.016920
2586,0.141666,0.089181,0.348697,0.280747,0.630576,0.135471,0.085108,0.197303,0.021620
2589,0.198854,0.074972,0.468005,0.264432,0.606092,0.104722,0.168716,0.193658,0.036699
2591,0.174922,0.116177,0.353204,0.233172,0.678582,0.153988,0.152539,0.150979,0.058063
2603,0.104928,0.072553,0.278673,0.196007,0.683852,0.065232,0.156602,0.122639,0.361072
2604,0.093794,0.059615,0.258831,0.198605,0.673690,0.066631,0.077461,0.111117,0.422536
2607,0.075235,0.036946,0.267081,0.170871,0.701874,0.066931,0.099215,0.083167,0.614052
261,0.104958,0.058341,0.291274,0.213605,0.686996,0.065391,0.130391,0.132007,0.399145
2614,0.381378,0.173201,0.610942,0.236882,0.678219,0.075314,0.083639,0.195132,0.017453
2620,0.070560,0.045820,0.339367,0.307835,0.591099,0.123847,0.189220,0.320441,0.064872
2625,0.464101,0.230546,0.655832,0.223579,0.671161,0.068721,0.135389,0.186018,0.032973
2628,0.109634,0.066205,0.398496,0.318359,0.583224,0.188622,0.091916,0.433629,0.037837
263,0.390923,0.254017,0.549505,0.268919,0.620798,0.080365,0.246326,0.265146,0.023673
2631,0.114724,0.077587,0.270138,0.204964,0.677269,0.100982,0.113493,0.124707,0.331790
2634,0.371921,0.188302,0.557641,0.306239,0.619943,0.109273,0.180832,0.307782,0.005864
2636,0.215224,0.117388,0.407942,0.258831,0.659631,0.112153,0.138157,0.211911,0.077698
2642,0.105853,0.058867,0.248988,0.190486,0.693198,0.076385,0.118105,0.130851,0.487548
2643,0.089299,0.051630,0.238959,0.202156,0.678813,0.061885,0.117699,0.122448,0.492337
2646,0.159810,0.092453,0.406977,0.246818,0.656932,0.101394,0.106739,0.181540,0.165154
2653,0.121837,0.061746,0.266450,0.213578,0.652433,0.082450,0.108349,0.130303,0.287443
2655,0.180502,0.100091,0.333623,0.210498,0.675298,0.099222,0.163258,0.133829,0.346339
2661,0.114253,0.069562,0.287755,0.205083,0.671960,0.074975,0.148677,0.138613,0.373664
2662,0.217827,0.130217,0.378685,0.248096,0.655345,0.120871,0.101849,0.185394,0.154368
2663,0.428339,0.221504,0.564777,0.250457,0.662555,0.104179,0.124490,0.212931,0.022938
2664,0.276323,0.088251,0.559055,0.259462,0.671776,0.056971,0.052382,0.262990,0.027746
2678,0.097064,0.058692,0.240093,0.211308,0.660640,0.058043,0.114879,0.151838,0.366093
268,0.188267,0.073952,0.560976,0.341626,0.599802,0.082815,0.029054,0.542866,0.057320
2688,0.529418,0.296465,0.615147,0.231721,0.682069,0.089862,0.106334,0.157114,0.022348
269,0.346406,0.195708,0.551253,0.258310,0.659551,0.120236,0.088719,0.209816,0.019464
2691,0.234976,0.093331,0.530120,0.321858,0.640061,0.088907,0.060519,0.460539,0.005248
2697,0.099634,0.082695,0.295522,0.296904,0.629353,0.156037,0.177414,0.249061,0.035503
27,0.142031,0.069297,0.348837,0.330226,0.551367,0.122658,0.095420,0.348090,0.036900
2701,0.414130,0.234159,0.588235,0.286625,0.636280,0.093081,0.174960,0.286968,0.005811
2703,0.188388,0.095908,0.479705,0.311373,0.605088,0.130877,0.126345,0.307871,0.006856
2711,0.353134,0.182243,0.488121,0.242535,0.649150,0.098716,0.149498,0.200355,0.093421
2714,0.119884,0.080535,0.274327,0.236642,0.631802,0.124804,0.147083,0.165767,0.210040
2718,0.116455,0.069564,0.435374,0.299391,0.620690,0.165895,0.247229,0.352966,0.017384
2719,0.132432,0.079129,0.283019,0.220803,0.661795,0.064001,0.133998,0.149681,0.243599
2722,0.184507,0.071714,0.494845,0.302641,0.632497,0.099352,0.236870,0.362617,0.007217
2725,0.139572,0.102283,0.320740,0.203190,0.666526,0.104558,0.140782,0.123869,0.258142
2737,0.187666,0.055478,0.447368,0.289969,0.678051,0.119688,0.081715,0.448789,0.002347
2738,0.338069,0.183667,0.490244,0.259804,0.635146,0.118684,0.175135,0.220182,0.033038
2740,0.084553,0.055874,0.256803,0.220504,0.676245,0.059368,0.161442,0.148585,0.327672
2743,0.132171,0.074747,0.290859,0.266346,0.621493,0.081029,0.122527,0.213995,0.134622
2755,0.083104,0.076748,0.342466,0.257349,0.619603,0.100944,0.273342,0.213469,0.114919
2762,0.166156,0.094265,0.273148,0.303264,0.480271,0.213552,0.157445,0.326285,0.080304
2764,0.077156,0.035549,0.292254,0.254817,0.618470,0.067541,0.075932,0.257763,0.315435
2766,0.111448,0.066671,0.333333,0.257334,0.676696,0.134829,0.133282,0.195044,0.117820
2770,0.059320,0.049553,0.266990,0.298724,0.627080,0.155673,0.123578,0.343727,0.052748
2772,0.159199,0.099228,0.394251,0.267792,0.656158,0.162197,0.087684,0.180605,0.023945
2774,0.255051,0.154721,0.428571,0.254120,0.667671,0.105187,0.318674,0.244254,0.066998
2775,0.424743,0.206851,0.549072,0.236697,0.663995,0.110848,0.162548,0.159282,0.042113
2776,0.098071,0.033919,0.344828,0.325612,0.607339,0.109292,0.222034,0.374143,0.031466
278,0.066867,0.064063,0.328571,0.271631,0.657781,0.136653,0.259934,0.284291,0.091683
2784,0.101959,0.074337,0.281818,0.248344,0.656738,0.159060,0.117526,0.178809,0.153752
2786,0.113646,0.061307,0.275986,0.193253,0.680294,0.070804,0.174329,0.117429,0.403611
2787,0.099140,0.061751,0.291033,0.207432,0.695786,0.096567,0.109344,0.118825,0.204923
2794,0.119711,0.078219,0.344961,0.246916,0.664172,0.144897,0.134229,0.170295,0.109850
2800,0.265116,0.129239,0.490018,0.242787,0.652650,0.122860,0.085554,0.191723,0.039973
2801,0.264400,0.140019,0.461538,0.212253,0.671731,0.083746,0.104034,0.135855,0.203249
2802,0.275379,0.132967,0.440476,0.329044,0.554217,0.152622,0.045202,0.385119,0.004036
281,0.029265,0.011228,0.276119,0.313021,0.589079,0.152309,0.084308,0.384767,0.040721
2816,0.393610,0.229231,0.472554,0.218780,0.673898,0.088683,0.148636,0.142930,0.143851
2817,0.265887,0.154402,0.501014,0.252202,0.672123,0.171900,0.112408,0.181682,0.020738
2819,0.166133,0.096015,0.370682,0.212842,0.666622,0.117950,0.118259,0.140358,0.321264
282,0.471014,0.254192,0.613466,0.254220,0.651848,0.063829,0.182679,0.230848,0.012647
283,0.146352,0.093224,0.309661,0.211405,0.655711,0.079308,0.102920,0.126860,0.245489
2830,0.531427,0.171546,0.785185,0.268608,0.663477,0.057492,0.031954,0.306421,0.004275
2831,0.362031,0.210233,0.509146,0.284428,0.618370,0.126369,0.143234,0.270927,0.023805
2839,0.293496,0.094087,0.594828,0.324437,0.634380,0.118718,0.053886,0.403445,0.004506
2842,0.287236,0.159684,0.454918,0.240568,0.678452,0.104296,0.148576,0.185771,0.066882
2848,0.353690,0.161440,0.558394,0.278880,0.642879,0.132777,0.054410,0.248718,0.017808
285,0.175748,0.110363,0.354637,0.260853,0.637647,0.125193,0.127093,0.177880,0.056117
2856,0.301029,0.153173,0.462766,0.264300,0.640537,0.123259,0.096899,0.218748,0.038605
2859,0.227407,0.129200,0.395604,0.239996,0.667058,0.103346,0.140795,0.148720,0.043889
2864,0.210427,0.094730,0.426829,0.308618,0.561906,0.131033,0.084227,0.357950,0.003477
2865,0.379921,0.148497,0.605000,0.274643,0.639837,0.146057,0.048588,0.311749,0.010083
2866,0.085176,0.077305,0.297945,0.239752,0.629957,0.123945,0.152142,0.215896,0.105462
2876,0.154812,0.094519,0.333988,0.202546,0.673743,0.057864,0.101787,0.108790,0.313171
2882,0.171269,0.106671,0.396584,0.253872,0.626971,0.167042,0.263373,0.164220,0.096095
2887,0.106078,0.071006,0.323120,0.292200,0.610555,0.200512,0.092670,0.267350,0.023289
2888,0.137035,0.099524,0.339578,0.259404,0.646264,0.173765,0.114073,0.163152,0.023030
2895,0.097265,0.058813,0.274493,0.193372,0.687001,0.040304,0.144321,0.102802,0.443364
2898,0.488104,0.241152,0.663043,0.245628,0.666779,0.069422,0.237566,0.203991,0.010730
2900,0.179304,0.090030,0.438095,0.293054,0.616278,0.155283,0.125516,0.372354,0.039100
2902,0.187414,0.105098,0.414141,0.209099,0.657036,0.078237,0.118757,0.137935,0.230828
291,0.109906,0.058950,0.275910,0.202929,0.676277,0.026768,0.099312,0.133908,0.387274
292,0.133671,0.070546,0.382979,0.323335,0.599448,0.156998,0.102211,0.339755,0.011975
2922,0.219683,0.135441,0.392523,0.223305,0.659375,0.118720,0.117122,0.142586,0.152069
2923,0.437372,0.211262,0.590237,0.258596,0.618496,0.083733,0.197463,0.207921,0.012217
2924,0.264709,0.178195,0.401037,0.231220,0.676652,0.114272,0.177937,0.201345,0.120930
2932,0.193991,0.083446,0.391544,0.235182,0.670561,0.068391,0.096373,0.161549,0.190526
2933,0.507430,0.223045,0.574163,0.285791,0.643033,0.133258,0.063963,0.288778,0.015589
2939,0.330278,0.192424,0.491124,0.267996,0.653622,0.119426,0.231791,0.218375,0.026744
2942,0.092474,0.054623,0.258621,0.221497,0.656794,0.050811,0.155871,0.204790,0.333951
295,0.062230,0.020679,0.228491,0.177508,0.689165,0.033163,0.155427,0.094741,0.671101
2955,0.491561,0.251015,0.562139,0.259078,0.640196,0.095267,0.147849,0.223875,0.052502
2957,0.084081,0.057657,0.380952,0.270303,0.652182,0.180079,0.163804,0.208078,0.028328
2958,0.068772,0.041132,0.291429,0.258324,0.609502,0.130522,0.143216,0.205660,0.156111
2959,0.310633,0.142999,0.438710,0.291884,0.575146,0.070805,0.061168,0.313528,0.074912
2961,0.068403,0.049565,0.252708,0.222749,0.636020,0.079788,0.147461,0.150585,0.346554
2964,0.126640,0.078368,0.315789,0.294568,0.568214,0.147060,0.156401,0.368633,0.031552
2968,0.432144,0.212622,0.572901,0.252331,0.658503,0.080140,0.123240,0.201932,0.053917
2969,0.163824,0.054725,0.386364,0.333922,0.593934,0.170226,0.056554,0.416638,0.003295
2972,0.238744,0.135117,0.410296,0.209428,0.680577,0.066703,0.194474,0.128577,0.181698
2975,0.177385,0.108952,0.377931,0.268443,0.635218,0.160982,0.155220,0.172316,0.015136
2976,0.188655,0.097131,0.349578,0.259376,0.620415,0.124552,0.130793,0.162610,0.084444
2981,0.138963,0.068645,0.357143,0.237669,0.670651,0.102816,0.101997,0.161065,0.150329
2985,0.296745,0.167070,0.480315,0.263720,0.650072,0.094065,0.190560,0.239494,0.007041
2989,0.110160,0.059535,0.416667,0.308900,0.605644,0.092075,0.116462,0.295258,0.008985
299,0.193344,0.124177,0.392449,0.221648,0.654010,0.113191,0.210527,0.144921,0.186947
2993,0.099837,0.069027,0.331868,0.247028,0.659621,0.091862,0.191543,0.193569,0.091432
2994,0.302962,0.176265,0.438557,0.227246,0.670006,0.103733,0.174358,0.147955,0.131581
2997,0.235664,0.143741,0.375328,0.245848,0.657167,0.078865,0.123914,0.170821,0.085489
2998,0.173345,0.085629,0.420945,0.257169,0.646542,0.103665,0.082882,0.215308,0.119475
2999,0.099859,0.061451,0.301382,0.205619,0.688152,0.115462,0.124617,0.145413,0.314729
3002,0.125147,0.080374,0.263480,0.211019,0.649925,0.089561,0.120888,0.131092,0.328098
3003,0.119160,0.073153,0.298295,0.206909,0.667731,0.063979,0.103822,0.137490,0.322354
3007,0.090660,0.043914,0.313283,0.239142,0.621496,0.099725,0.096370,0.228992,0.220698
3026,0.109746,0.076272,0.300231,0.216118,0.660956,0.134665,0.199781,0.126554,0.251834
3027,0.136522,0.076418,0.281796,0.219202,0.669373,0.105066,0.136203,0.146561,0.254097
3029,0.176205,0.108449,0.436620,0.287221,0.615503,0.105185,0.313253,0.309732,0.017403
303,0.256344,0.141790,0.535135,0.303029,0.641463,0.125401,0.146886,0.314513,0.008766
3039,0.084119,0.054074,0.323529,0.306789,0.645536,0.272578,0.057737,0.372508,0.017522
3042,0.107848,0.070627,0.320646,0.250923,0.661365,0.147727,0.128662,0.164319,0.133106
3061,0.189824,0.097979,0.368765,0.196944,0.688215,0.062010,0.119483,0.105072,0.375296
3065,0.176922,0.093581,0.425000,0.242833,0.635532,0.019637,0.207858,0.238923,0.125583
3066,0.082686,0.059415,0.288802,0.219580,0.664334,0.123261,0.068529,0.145291,0.261786
3067,0.400902,0.141066,0.672932,0.277337,0.639398,0.072474,0.060457,0.298365,0.004646
3069,0.348937,0.225730,0.411991,0.219880,0.674149,0.085619,0.206608,0.151243,0.170424
3080,0.562374,0.225395,0.701818,0.265685,0.648566,0.069041,0.225482,0.289442,0.007988
3083,0.201058,0.106924,0.390179,0.206499,0.683826,0.069662,0.062489,0.129844,0.355950
3088,0.095256,0.066978,0.333333,0.268489,0.609369,0.100536,0.162613,0.244402,0.051225
3089,0.111690,0.067978,0.346049,0.227365,0.637965,0.075137,0.226920,0.179519,0.265727
3091,0.199307,0.103631,0.452685,0.243322,0.683377,0.093388,0.112615,0.182098,0.078958
3097,0.320648,0.126743,0.515228,0.252082,0.661388,0.105665,0.071608,0.215343,0.028700
3098,0.180432,0.086428,0.411765,0.336986,0.603885,0.067813,0.090392,0.474497,0.011337
3100,0.133338,0.082999,0.382979,0.311863,0.651686,0.126096,0.099704,0.329567,0.034136
3109,0.155180,0.080922,0.426471,0.291787,0.593477,0.158337,0.056632,0.351558,0.018448
3115,0.180355,0.086457,0.427673,0.287984,0.635923,0.132927,0.092864,0.234618,0.031413
312,0.200423,0.106769,0.412214,0.263770,0.620389,0.097428,0.163533,0.182911,0.038182
3128,0.126507,0.078072,0.350562,0.246278,0.638399,0.085414,0.200871,0.208952,0.140546
3135,0.460322,0.253685,0.555241,0.224205,0.676746,0.100814,0.126758,0.179847,0.053527
314,0.155756,0.101488,0.475862,0.296693,0.603354,0.081911,0.325947,0.332772,0.071484
3142,0.243139,0.108467,0.387674,0.258912,0.641240,0.068587,0.100917,0.189052,0.070255
3149,0.079642,0.054457,0.320635,0.217611,0.671094,0.150834,0.097971,0.186123,0.238371
3157,0.232190,0.117561,0.390597,0.241338,0.674954,0.092817,0.062739,0.188685,0.213392
3159,0.271587,0.140233,0.491779,0.268788,0.530812,0.119130,0.136052,0.201257,0.011645
3171,0.407464,0.160352,0.713450,0.278003,0.661337,0.087698,0.041498,0.298612,0.004290
3175,0.156328,0.079351,0.363971,0.248092,0.599573,0.082181,0.135075,0.214262,0.167156
3177,0.271582,0.077033,0.587719,0.312875,0.593313,0.069510,0.092448,0.381077,0.006347
3188,0.125137,0.065494,0.326923,0.311325,0.604692,0.171690,0.108892,0.328870,0.027754
3189,0.413375,0.149393,0.689474,0.225450,0.666884,0.071065,0.051708,0.199028,0.009865
3195,0.198162,0.108767,0.423303,0.232203,0.657253,0.099920,0.122044,0.145590,0.161241
3198,0.583124,0.294009,0.709375,0.262557,0.667336,0.071080,0.104902,0.268438,0.005097
3203,0.124945,0.085208,0.294643,0.309221,0.589822,0.122044,0.058481,0.337419,0.011061
3206,0.533795,0.287418,0.654255,0.259211,0.631903,0.070717,0.235231,0.244642,0.015781
3207,0.126757,0.061515,0.305389,0.260967,0.646128,0.063347,0.104709,0.206513,0.083590
3208,0.145866,0.105338,0.345361,0.260566,0.670872,0.099102,0.140357,0.201747,0.051318
321,0.181730,0.103232,0.456954,0.263692,0.664181,0.135098,0.185735,0.200467,0.021277
3215,0.140286,0.100057,0.271812,0.202719,0.655779,0.100014,0.185093,0.115070,0.265841
3233,0.161006,0.110932,0.327853,0.221311,0.679237,0.112875,0.175923,0.130723,0.163650
3235,0.242948,0.127763,0.429825,0.266430,0.638182,0.060443,0.139196,0.228819,0.073107
3242,0.245640,0.145329,0.397910,0.217839,0.672601,0.118526,0.158557,0.152488,0.172450
3245,0.116805,0.086494,0.319865,0.267492,0.652657,0.224155,0.125050,0.222263,0.062752
3250,0.303967,0.097601,0.588608,0.268959,0.666304,0.130316,0.038630,0.296571,0.007556
3252,0.160182,0.108502,0.334059,0.203797,0.668561,0.113095,0.179415,0.126903,0.191155
3253,0.272039,0.162741,0.384615,0.311502,0.541289,0.106121,0.182841,0.304427,0.027026
3256,0.220022,0.159168,0.383459,0.267365,0.623334,0.111789,0.235714,0.260731,0.049973
3259,0.208076,0.112663,0.448845,0.253400,0.604358,0.105580,0.340119,0.209967,0.032164
3260,0.097823,0.078794,0.232456,0.302175,0.612761,0.137019,0.070495,0.257871,0.033165
3262,0.312064,0.182915,0.460870,0.269871,0.644236,0.161487,0.162370,0.224280,0.011849
3266,0.100832,0.058495,0.304348,0.280845,0.603820,0.147009,0.131038,0.244489,0.080374
3267,0.227435,0.129539,0.334653,0.262910,0.567873,0.090546,0.200813,0.224454,0.145087
3272,0.063696,0.055554,0.186567,0.345638,0.589712,0.284111,0.151584,0.344452,0.003641
3274,0.148591,0.088967,0.338843,0.256296,0.610660,0.099257,0.128136,0.180199,0.129879
3275,0.148643,0.079267,0.399061,0.282713,0.644399,0.155592,0.168110,0.219193,0.014083
3277,0.195341,0.125735,0.320000,0.242814,0.632131,0.123238,0.171150,0.157076,0.146744
3278,0.336504,0.190929,0.557047,0.286135,0.633345,0.143604,0.084464,0.302365,0.004220
3280,0.573495,0.335875,0.636364,0.251200,0.621564,0.074650,0.243529,0.214785,0.009234
3282,0.203785,0.109220,0.395062,0.285759,0.612691,0.095776,0.096426,0.320196,0.034799
3283,0.211042,0.116807,0.478814,0.284162,0.631059,0.125849,0.163346,0.268796,0.020298
3296,0.372190,0.216026,0.493642,0.223302,0.676139,0.103117,0.162613,0.151005,0.110510
33,0.459813,0.202787,0.686391,0.260426,0.650769,0.059971,0.061834,0.296286,0.010954
3300,0.097922,0.069623,0.408163,0.304328,0.595798,0.109203,0.176455,0.341315,0.023302
3307,0.261531,0.104763,0.528150,0.233464,0.678786,0.073578,0.080952,0.202895,0.134198
3311,0.196462,0.116405,0.351906,0.234653,0.682184,0.094339,0.101203,0.162601,0.174404
3312,0.122043,0.090100,0.263610,0.183814,0.672107,0.043535,0.102820,0.131314,0.401191
3315,0.137466,0.063761,0.403409,0.281393,0.613338,0.120653,0.104337,0.262153,0.028005
3320,0.246111,0.146762,0.407199,0.240126,0.644252,0.115063,0.186553,0.163621,0.144352
3321,0.178592,0.092639,0.408207,0.258845,0.618403,0.131914,0.172449,0.224464,0.137684
3322,0.130261,0.067651,0.362229,0.284241,0.639927,0.151131,0.116123,0.249206,0.034572
3323,0.132280,0.073937,0.352273,0.212159,0.682351,0.082291,0.111542,0.137106,0.360093
3327,0.167243,0.084966,0.361174,0.229470,0.657366,0.050274,0.188798,0.187391,0.218018
3331,0.111637,0.063986,0.382134,0.257955,0.634074,0.170720,0.088293,0.187785,0.104238
3334,0.199210,0.108395,0.436681,0.283266,0.677853,0.130720,0.116582,0.238214,0.009999
3336,0.138132,0.055846,0.363636,0.276998,0.600198,0.127895,0.056454,0.411865,0.035921
334,0.603787,0.325505,0.532787,0.227530,0.652090,0.115011,0.088939,0.161103,0.041636
3343,0.303411,0.158427,0.479632,0.249719,0.671715,0.122074,0.123153,0.184726,0.076063
3345,0.267568,0.136399,0.401368,0.231059,0.671135,0.106689,0.113516,0.152093,0.167371
3346,0.131771,0.072713,0.346535,0.299553,0.619169,0.101248,0.111640,0.271271,0.056814
3348,0.446843,0.216901,0.599459,0.236444,0.682049,0.102379,0.130624,0.171203,0.023369
3352,0.265524,0.167253,0.411024,0.218482,0.659264,0.074028,0.107278,0.159598,0.123927
3353,0.081029,0.044740,0.267389,0.221675,0.671280,0.056496,0.089239,0.136317,0.377846
336,0.121285,0.075236,0.315640,0.228928,0.652944,0.150545,0.119666,0.142191,0.248926
3362,0.054145,0.051252,0.239234,0.299741,0.612292,0.174718,0.109410,0.268074,0.062781
337,0.397784,0.203061,0.463687,0.253448,0.652362,0.101359,0.124998,0.180844,0.098781
3371,0.131721,0.063973,0.294030,0.195522,0.694163,0.054198,0.106293,0.122364,0.479449
3377,0.170072,0.107527,0.385580,0.247368,0.636722,0.124058,0.189254,0.208238,0.120643
